GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,Asian_1990,Asian_2000,Asian_2010
G0400130616100,2010,Arizona,4,Maricopa County,13,616100,62.33,76,95
G0400130616200,2010,Arizona,4,Maricopa County,13,616200,39.67,81,88
G0400130616300,2010,Arizona,4,Maricopa County,13,616300,8,42,80
G0400130616400,2010,Arizona,4,Maricopa County,13,616400,90,97,1113
G0400130616500,2010,Arizona,4,Maricopa County,13,616500,66.78,36.88,139
G0400130616600,2010,Arizona,4,Maricopa County,13,616600,60,66,100
G0400130616700,2010,Arizona,4,Maricopa County,13,616700,74,82,95
G0400130616800,2010,Arizona,4,Maricopa County,13,616800,53,115,82
G0400130616900,2010,Arizona,4,Maricopa County,13,616900,14.01,91,168
G0400130617000,2010,Arizona,4,Maricopa County,13,617000,1,42,151
G0400130617100,2010,Arizona,4,Maricopa County,13,617100,0.99,55.04,63
G0400130617200,2010,Arizona,4,Maricopa County,13,617200,1.69,71,127
G0400130617300,2010,Arizona,4,Maricopa County,13,617300,3.25,66.96,182
G0400130617400,2010,Arizona,4,Maricopa County,13,617400,4,20.02,63
G0400130617500,2010,Arizona,4,Maricopa County,13,617500,3,32,26
G0400130617600,2010,Arizona,4,Maricopa County,13,617600,7,83,145
G0400130617700,2010,Arizona,4,Maricopa County,13,617700,14,113,369
G0400130617800,2010,Arizona,4,Maricopa County,13,617800,20,57,61
G0400130617900,2010,Arizona,4,Maricopa County,13,617900,13,29,82
G0400130618000,2010,Arizona,4,Maricopa County,13,618000,56,250,224
G0400130618100,2010,Arizona,4,Maricopa County,13,618100,84,78,76
G0400130618200,2010,Arizona,4,Maricopa County,13,618200,94,73,56
G0400130618300,2010,Arizona,4,Maricopa County,13,618300,93,67,59
G0400130618400,2010,Arizona,4,Maricopa County,13,618400,41,45,67
G0400130618500,2010,Arizona,4,Maricopa County,13,618500,75,144,66
G0400130618600,2010,Arizona,4,Maricopa County,13,618600,41,31,68
G0400130618700,2010,Arizona,4,Maricopa County,13,618700,35,61,68
G0400130618800,2010,Arizona,4,Maricopa County,13,618800,54,63,54
G0400130618900,2010,Arizona,4,Maricopa County,13,618900,48,112,136
G0400130619000,2010,Arizona,4,Maricopa County,13,619000,9,76,104
G0400130619100,2010,Arizona,4,Maricopa County,13,619100,56,38,38
G0400130619200,2010,Arizona,4,Maricopa County,13,619200,28,171,124
G0400130619300,2010,Arizona,4,Maricopa County,13,619300,12,69,137
G0400130619400,2010,Arizona,4,Maricopa County,13,619400,6,40,132
G0400130619500,2010,Arizona,4,Maricopa County,13,619500,24,40,130
G0400130619600,2010,Arizona,4,Maricopa County,13,619600,25,30,42
G0400130619700,2010,Arizona,4,Maricopa County,13,619700,34,70,79
G0400130619800,2010,Arizona,4,Maricopa County,13,619800,8,121,491
G0400130619900,2010,Arizona,4,Maricopa County,13,619900,33.07,238,798
G0400130723303,2010,Arizona,4,Maricopa County,13,723303,0,1,0
G0400130723304,2010,Arizona,4,Maricopa County,13,723304,7,1,17
G0400130723305,2010,Arizona,4,Maricopa County,13,723305,26,7,19
G0400130723306,2010,Arizona,4,Maricopa County,13,723306,0,0,30
G0400130723307,2010,Arizona,4,Maricopa County,13,723307,0,3.24,72
G0400130723308,2010,Arizona,4,Maricopa County,13,723308,0,35.76,221
G0400130810000,2010,Arizona,4,Maricopa County,13,810000,1,163,187
G0400130810100,2010,Arizona,4,Maricopa County,13,810100,207.84,412.42,478
G0400130810200,2010,Arizona,4,Maricopa County,13,810200,72.08,250.36,470
G0400130810300,2010,Arizona,4,Maricopa County,13,810300,195.83,301.22,349
G0400130810400,2010,Arizona,4,Maricopa County,13,810400,36,452,551
G0400130810500,2010,Arizona,4,Maricopa County,13,810500,31,479,768
G0400130810600,2010,Arizona,4,Maricopa County,13,810600,66.26,575,822
G0400130810700,2010,Arizona,4,Maricopa County,13,810700,89.06,399.33,537
G0400130810800,2010,Arizona,4,Maricopa County,13,810800,10.94,411.67,683
G0400130810900,2010,Arizona,4,Maricopa County,13,810900,76,320,456
G0400130811000,2010,Arizona,4,Maricopa County,13,811000,58,68,109
G0400130811100,2010,Arizona,4,Maricopa County,13,811100,68,41,72
G0400130811200,2010,Arizona,4,Maricopa County,13,811200,7,3,159
G0400130811300,2010,Arizona,4,Maricopa County,13,811300,22,81,238
G0400130811400,2010,Arizona,4,Maricopa County,13,811400,8,321,315
G0400130811500,2010,Arizona,4,Maricopa County,13,811500,0,113,327
G0400130811600,2010,Arizona,4,Maricopa County,13,811600,40,61,297
G0400130811700,2010,Arizona,4,Maricopa County,13,811700,41,91,155
G0400130811800,2010,Arizona,4,Maricopa County,13,811800,0,46,386
G0400130811900,2010,Arizona,4,Maricopa County,13,811900,3,320,618
G0400130812000,2010,Arizona,4,Maricopa County,13,812000,4,27,336
G0400130812100,2010,Arizona,4,Maricopa County,13,812100,0,25,641
G0400130812200,2010,Arizona,4,Maricopa County,13,812200,0,250,735
G0400130812300,2010,Arizona,4,Maricopa County,13,812300,0,74,584
G0400130812400,2010,Arizona,4,Maricopa County,13,812400,0,10,444
G0400130812500,2010,Arizona,4,Maricopa County,13,812500,0,0,393
G0400130812600,2010,Arizona,4,Maricopa County,13,812600,13,126,270
G0400130812700,2010,Arizona,4,Maricopa County,13,812700,0,250,886
G0400130812800,2010,Arizona,4,Maricopa County,13,812800,0,3,804
G0400130812900,2010,Arizona,4,Maricopa County,13,812900,0,60,293
G0400130813000,2010,Arizona,4,Maricopa County,13,813000,1,23,224
G0400130813100,2010,Arizona,4,Maricopa County,13,813100,0,0,381
G0400130813200,2010,Arizona,4,Maricopa County,13,813200,0,3,594
G0400130813300,2010,Arizona,4,Maricopa County,13,813300,0,3,666
G0400130813400,2010,Arizona,4,Maricopa County,13,813400,0,1,459
G0400130813500,2010,Arizona,4,Maricopa County,13,813500,0,9,233
G0400130813600,2010,Arizona,4,Maricopa County,13,813600,0,11,292
G0400130813700,2010,Arizona,4,Maricopa County,13,813700,1,5,21
G0400130813800,2010,Arizona,4,Maricopa County,13,813800,0,13,24
G0400130813900,2010,Arizona,4,Maricopa County,13,813900,0,6,225
G0400130814000,2010,Arizona,4,Maricopa County,13,814000,0,0,30
G0400130814100,2010,Arizona,4,Maricopa County,13,814100,0,0,350
G0400130814200,2010,Arizona,4,Maricopa County,13,814200,32,181,173
G0400130814300,2010,Arizona,4,Maricopa County,13,814300,14,207,282
G0400130814400,2010,Arizona,4,Maricopa County,13,814400,0,219,280
G0400130814500,2010,Arizona,4,Maricopa County,13,814500,0,113,269
G0400130814600,2010,Arizona,4,Maricopa County,13,814600,0,73,185
G0400130814700,2010,Arizona,4,Maricopa County,13,814700,0,72,243
G0400130814800,2010,Arizona,4,Maricopa County,13,814800,0,7,350
G0400130814900,2010,Arizona,4,Maricopa County,13,814900,1,64,79
G0400130815000,2010,Arizona,4,Maricopa County,13,815000,0,84,266
G0400130815100,2010,Arizona,4,Maricopa County,13,815100,0,8,308
G0400130815200,2010,Arizona,4,Maricopa County,13,815200,3,3,464
G0400130815300,2010,Arizona,4,Maricopa County,13,815300,1,6,278
G0400130815400,2010,Arizona,4,Maricopa County,13,815400,1,3,594
G0400130815500,2010,Arizona,4,Maricopa County,13,815500,0,4,444
G0400130815600,2010,Arizona,4,Maricopa County,13,815600,0,0,419
G0400130815700,2010,Arizona,4,Maricopa County,13,815700,0,6,221
G0400130815800,2010,Arizona,4,Maricopa County,13,815800,0,0,250
G0400130815900,2010,Arizona,4,Maricopa County,13,815900,0,5,909
G0400130816000,2010,Arizona,4,Maricopa County,13,816000,1,9,558
G0400130816100,2010,Arizona,4,Maricopa County,13,816100,0,0,203
G0400130816200,2010,Arizona,4,Maricopa County,13,816200,0,0,164
G0400130816300,2010,Arizona,4,Maricopa County,13,816300,0,0,47
G0400130816400,2010,Arizona,4,Maricopa County,13,816400,0,3,423
G0400130816500,2010,Arizona,4,Maricopa County,13,816500,3,4,101
G0400130816600,2010,Arizona,4,Maricopa County,13,816600,0,0,226
G0400130816700,2010,Arizona,4,Maricopa County,13,816700,0,0,97
G0400130816800,2010,Arizona,4,Maricopa County,13,816800,2,4,86
G0400130816900,2010,Arizona,4,Maricopa County,13,816900,4,3,60
G0400130817000,2010,Arizona,4,Maricopa County,13,817000,7,1,104
G0400130817100,2010,Arizona,4,Maricopa County,13,817100,1,1,133
G0400130817200,2010,Arizona,4,Maricopa County,13,817200,5,19,64
G0400130817300,2010,Arizona,4,Maricopa County,13,817300,0,12,57
G0400130817400,2010,Arizona,4,Maricopa County,13,817400,4,9,14
G0400130817500,2010,Arizona,4,Maricopa County,13,817500,4,7,8
G0400130817600,2010,Arizona,4,Maricopa County,13,817600,1,0,8
G0400130940700,2010,Arizona,4,Maricopa County,13,940700,0,0,0
G0400130941000,2010,Arizona,4,Maricopa County,13,941000,3,1,2
G0400130941100,2010,Arizona,4,Maricopa County,13,941100,0,0,0
G0400130941200,2010,Arizona,4,Maricopa County,13,941200,0,1,2
G0400130941300,2010,Arizona,4,Maricopa County,13,941300,6.18,6.5,14
G0400130980100,2010,Arizona,4,Maricopa County,13,980100,18,0,0
G0400130980400,2010,Arizona,4,Maricopa County,13,980400,0,7,8
G0400130980500,2010,Arizona,4,Maricopa County,13,980500,0,1,0
G0400130980600,2010,Arizona,4,Maricopa County,13,980600,0,0,0
G0400130980700,2010,Arizona,4,Maricopa County,13,980700,0,0,0
